Date,^GSPC,^RUT,^DJI,^IXIC,AGG,DBC,^VIX
2016-03-24,2035.93994140625,1079.5400390625,17515.73046875,4773.5,94.52827453613281,12.971037864685059,14.739999771118164
2016-03-28,2037.050048828125,1080.22998046875,17535.390625,4766.7900390625,94.59697723388672,13.009902000427246,15.239999771118164
2016-03-29,2055.010009765625,1109.0799560546875,17633.109375,4846.6201171875,94.8802490234375,12.980752944946289,13.819999694824219
2016-03-30,2063.949951171875,1110.43994140625,17716.66015625,4869.2900390625,94.84590911865234,12.932172775268555,13.5600004196167
2016-03-31,2059.739990234375,1114.030029296875,17685.08984375,4869.85009765625,95.14640808105469,12.912740707397461,13.949999809265137
2016-04-01,2072.780029296875,1117.6800537109375,17792.75,4914.5400390625,95.06208038330078,12.68927001953125,13.100000381469727
2016-04-04,2066.1298828125,1108.5400390625,17737.0,4891.7998046875,95.1567153930664,12.514378547668457,14.119999885559082
2016-04-05,2045.1700439453125,1095.8499755859375,17603.3203125,4843.93017578125,95.28575134277344,12.485230445861816,15.420000076293945
2016-04-06,2066.659912109375,1108.81005859375,17716.05078125,4920.72021484375,95.26854705810547,12.621256828308105,14.09000015258789
2016-04-07,2041.9100341796875,1092.7900390625,17541.9609375,4848.3701171875,95.47503662109375,12.582391738891602,16.15999984741211
2016-04-08,2047.5999755859375,1097.31005859375,17576.9609375,4850.68994140625,95.38037109375,12.88359260559082,15.359999656677246
2016-04-11,2041.989990234375,1094.3399658203125,17556.41015625,4833.39990234375,95.4491958618164,12.980752944946289,16.260000228881836
2016-04-12,2061.719970703125,1105.7099609375,17721.25,4872.08984375,95.29434967041016,13.262520790100098,14.850000381469727
2016-04-13,2082.419921875,1129.9300537109375,17908.279296875,4947.419921875,95.33737182617188,13.330533981323242,13.84000015258789
2016-04-14,2082.780029296875,1128.5899658203125,17926.4296875,4945.89013671875,95.17388916015625,13.22365665435791,13.720000267028809
2016-04-15,2080.72998046875,1130.9200439453125,17897.4609375,4938.22021484375,95.44058990478516,13.175076484680176,13.619999885559082
2016-04-18,2094.340087890625,1139.280029296875,18004.16015625,4960.02001953125,95.43199920654297,13.233372688293457,13.350000381469727
2016-04-19,2100.800048828125,1140.22998046875,18053.599609375,4940.330078125,95.42338562011719,13.515140533447266,13.239999771118164
2016-04-20,2102.39990234375,1142.2900390625,18096.26953125,4948.1298828125,95.19113159179688,13.77747631072998,13.279999732971191
2016-04-21,2091.47998046875,1135.77001953125,17982.51953125,4945.89013671875,95.06208038330078,13.719179153442383,13.949999809265137
2016-04-22,2091.580078125,1146.68994140625,18003.75,4906.22998046875,95.07067108154297,13.660882949829102,13.220000267028809
